"","Lake_name","Invasion_category","Sample_type","Sample_origin","Collected_year","Collected_month_number","Littoral_zoobenthic_macroinvert_community_sample","Transect","Lat","Long","Sample_depth","Total_count","Vial_count","Functional_feeding_group","Method_of_take","real.name","Functional_group","Common_name","Scientific_name","Total_length_mm","Weight_g","Tube_box","Tube_ID","Tube_size_ml","Preservative","Isotope.sample.weight..mg.","Davis_ID_long","d13C","Total.C..µg.","d15N","Total.N..µg.","Type.of.Material","Sample.Weight..mg..from.Sample.List","Internal.ID","Lake_max_depth_m","Lake_surface_elev_m","Current_conversion","Secchi_m","Surface_area_ha","n","d13C_baseline","d13C_base_se","d15N_baseline","d15N_base_se","d13C_corr","d15N_corr"
"344","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",464,731,"2018-T","CDI","1.5","Water",0.94,"UNIFORM-A-07",-29.19,464.09,10.25,142.96,"Fish",0.94,1669733,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.761666667,9.215833333
"345","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",7,"48.057322","-113.646244",0.5,1,1,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-EA","EACN","1.5","Ethanol",0.938,"SIERRA-D-11",-36.51,306.91,-0.17,61.57,"Invertebrate",0.938,1669581,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-8.081666667,-1.204166667
"346","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",9,"48.213311","-113.768894",0.5,1,1,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-FA","FAAA","1.5","Ethanol",0.966,"SIERRA-E-12",-34.58,484.24,2.21,96.15,"Invertebrate",0.966,1669594,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-6.151666667,1.175833333
"347","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"NO",NA,"48.241052","-113.488663",23,3,3,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-EA","EAAH","1.5","Ethanol",1.027,"SIERRA-F-08",-45.61,477.26,1.71,115.31,"Invertebrate",1.027,1669602,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-17.18166667,0.675833333
"348","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"NO",NA,"48.241052","-113.488663",23,1,1,"Collector-gatherer-engulfer","Dredge","Naididae","Profundal forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-EA","EAAI","1.5","Ethanol",0.46,"SIERRA-F-09",-31.93,209.71,4.73,42.67,"Invertebrate",0.46,1669603,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-3.501666667,3.695833333
"349","Hungry Horse","Reference","Fish","Autochthonous",2019,10,"NO",NA,"","",NA,1,1,NA,"Gill net MFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",365,376,"2019-AI","AIBI","1.5","Ethanol",1.048,"UNIFORM-B-12",-27.96,541.21,8.46,145.25,"Fish",1.048,1669750,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.468333333,7.425833333
"350","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",230,NA,"2018-T","TCQ","1.5","Water",1.078,"QUEBEC-A-03",-27.91,479.35,7.86,149.4,"Fish",1.078,1669345,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.518333333,6.825833333
"351","Hungry Horse","Reference","Fish","Autochthonous",2019,6,"NO",NA,"48.125992","-113.808948",NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",343,351.6,"2019-LA","LAAD","1.5","Ethanol",0.958,"LIMA-B-07",-32.41,441.27,7.93,131.84,"Fish",0.958,1668881,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-3.981666667,6.895833333
"352","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",443,590,"2018-T","TDK","1.5","Water",0.919,"UNIFORM-A-12",-27.46,441.17,9.38,138.94,"Fish",0.919,1669738,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.968333333,8.345833333
"353","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",6,"48.018716","-113.586206",1,1,1,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-EA","EACJ","1.5","Ethanol",0.915,"SIERRA-D-09",-28.87,384.45,0.49,105.72,"Invertebrate",0.915,1669579,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.441666667,-0.544166667
"354","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"NO",NA,"48.24363","-113.848137",5,NA,NA,"Filterer-collector-phytoplanktivore","Zooplankton tow","Zooplankton","Pelagic forage Invertebrate","Zooplankton","Zooplankton",NA,NA,"2019-50-3","19-044","50","Water",0.913,"HOTEL-C-03",-36.89,387.87,4.47,46.23,"Invertebrate",0.913,1668505,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-8.461666667,3.435833333
"355","Hungry Horse","Reference","Fish","Autochthonous",2019,10,"NO",NA,"","",NA,1,1,NA,"Gill net MFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",448,667,"2019-AI","AIAG","1.5","Ethanol",0.946,"UNIFORM-B-07",-27.1,465.71,9.82,144.6,"Fish",0.946,1669745,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.328333333,8.785833333
"356","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",8,"48.109816","-113.697611",1,11,11,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-EA","EADM","1.5","Ethanol",1.037,"SIERRA-E-10",-27.29,379.45,1.14,108.69,"Invertebrate",1.037,1669592,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.138333333,0.105833333
"357","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",525,1225,"2018-T","RCV","1.5","Water",1.031,"TANGO-H-04",-28.68,500.71,10.21,143.63,"Fish",1.031,1669718,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.251666667,9.175833333
"358","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",329,300,"2018-T","PDA","1.5","Water",0.989,"UNIFORM-A-08",-26.97,485.27,9.63,150,"Fish",0.989,1669734,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.458333333,8.595833333
"359","Hungry Horse","Reference","Periphyton","Autochthonous",2019,6,"NO",NA,"48.018702","-113.586312",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-2","19-048","15","Water",9.909,"INDIA-E-03",-21.98,744.68,-0.1,56.07,"Plant",9.909,1668625,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,6.448333333,-1.134166667
"360","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Longnose sucker","Littoral forage fish","Longnose sucker","Catostomus catostomus",295,NA,"2018-T","RDJ","1.5","Water",1.051,"PAPA-H-09",-31.42,510.2,8.24,155.83,"Fish",1.051,1669339,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.991666667,7.205833333
"361","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",676,3513,"2018-T","TCN","1.5","Water",0.917,"PAPA-G-11",-29.09,454.28,9.84,127.5,"Fish",0.917,1669329,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.661666667,8.805833333
"362","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",536,1663,"2018-T","RCS","1.5","Water",0.996,"TANGO-G-10",-27.95,496.03,9.18,148.37,"Fish",0.996,1669712,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.478333333,8.145833333
"363","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",488,1019,"2018-T","ICX","1.5","Water",1.023,"TANGO-G-11",-26.89,485.5,9.61,150.05,"Fish",1.023,1669713,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.538333333,8.575833333
"364","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",494,978,"2018-T","CDJ","1.5","Water",1.088,"PAPA-G-10",-28.15,525.42,9.53,163.11,"Fish",1.088,1669328,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.278333333,8.495833333
"365","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",310,NA,"2018-T","ICV","1.5","Water",0.921,"PAPA-H-07",-31.06,425.29,5.77,134.44,"Fish",0.921,1669337,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.631666667,4.735833333
"366","Hungry Horse","Reference","Fish","Autochthonous",2019,10,"NO",NA,"","",NA,1,1,NA,"Gill net MFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",434,664,"2019-AI","AIAA","1.5","Ethanol",0.978,"UNIFORM-B-05",-26.62,454.6,10.04,143.11,"Fish",0.978,1669743,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.808333333,9.005833333
"367","Hungry Horse","Reference","Fish","Autochthonous",2019,10,"NO",NA,"","",NA,1,1,NA,"Gill net MFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",586,1730,"2019-AI","AIAE","1.5","Ethanol",1.018,"UNIFORM-B-06",-29.58,501.42,8.41,141.24,"Fish",1.018,1669744,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-1.151666667,7.375833333
"368","Hungry Horse","Reference","Periphyton","Autochthonous",2019,6,"NO",NA,"48.018702","-113.586312",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-2","19-048","15","Water",9.973,"INDIA-E-01",-24.46,421.22,0.86,33.89,"Plant",9.973,1668623,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,3.968333333,-0.174166667
"369","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Largescale sucker","Littoral forage fish","Largescale sucker","Catostomus macrocheilus",387,NA,"2018-T","TBR","1.5","Water",0.913,"QUEBEC-A-01",-26.42,415.2,7.09,128.98,"Fish",0.913,1669343,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,2.008333333,6.055833333
"370","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",306,231,"2018-T","TDM","1.5","Water",1.094,"UNIFORM-A-06",-27.22,522.29,9.49,170.59,"Fish",1.094,1669732,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.208333333,8.455833333
"371","Hungry Horse","Reference","Fish","Autochthonous",2019,6,"NO",NA,"48.125992","-113.808948",NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",361,435.6,"2019-LA","LAAI","1.5","Ethanol",0.951,"LIMA-B-10",-27.77,444.65,6.49,138.12,"Fish",0.951,1668884,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.658333333,5.455833333
"372","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",2,"48.219718","-113.805746",0.5,NA,1,"Engulfer-predator","D-net","Cambarus","Littoral forage Invertebrate","Crawdad","Cambarus",NA,NA,"2019-15-2","EBAB","15","",0.971,"INDIA-B-12",-20.94,309,1.33,63.16,"Invertebrate",0.971,1668598,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,7.488333333,0.295833333
"373","Hungry Horse","Reference","Periphyton","Autochthonous",2019,6,"NO",NA,"48.018702","-113.586312",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-2","19-047","15","Water",9.975,"INDIA-D-11",-24.37,418.95,0.38,30.71,"Plant",9.975,1668621,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,4.058333333,-0.654166667
"374","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",374,541,"2018-T","RCZ","1.5","Water",1.068,"PAPA-H-02",-27.54,531.47,7.19,140.78,"Fish",1.068,1669332,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.888333333,6.155833333
"375","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",552,1433,"2018-T","PDN","1.5","Water",0.984,"PAPA-G-09",-27.82,463.14,10.06,146.75,"Fish",0.984,1669327,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.608333333,9.025833333
"376","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",353,334,"2018-T","TDD","1.5","Water",0.922,"PAPA-H-01",-28.16,407.28,9.38,124.91,"Fish",0.922,1669331,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.268333333,8.345833333
"377","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",360,286,"2018-T","TBY","1.5","Water",0.943,"UNIFORM-A-04",-29.55,438.27,9.71,142.27,"Fish",0.943,1669730,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-1.121666667,8.675833333
"378","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",7,"48.057322","-113.646244",0.5,2,2,"","D-net","Perlodidae","Littoral forage Invertebrate","Perlodid stonefly","Perlodidae",NA,NA,"2019-EA","EACQ","1.5","Ethanol",1.026,"SIERRA-E-01",-29.14,491.63,3.27,129.52,"Invertebrate",1.026,1669583,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.711666667,2.235833333
"379","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",275,NA,"2018-T","TCO","1.5","Water",1.093,"PAPA-H-04",-31.01,521.24,6.01,166.88,"Fish",1.093,1669334,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.581666667,4.975833333
"380","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",313,NA,"2018-T","PDL","1.5","Water",0.966,"PAPA-H-05",-30.91,452.79,6.05,144.83,"Fish",0.966,1669335,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.481666667,5.015833333
"381","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",280,NA,"2018-T","FDL","1.5","Water",0.977,"PAPA-H-08",-29.97,370.59,6.45,120.09,"Fish",0.977,1669338,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-1.541666667,5.415833333
"382","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Largescale sucker","Littoral forage fish","Largescale sucker","Catostomus macrocheilus",363,NA,"2018-T","TCX","1.5","Water",0.933,"PAPA-H-10",-26.39,427.98,6.51,133.91,"Fish",0.933,1669340,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,2.038333333,5.475833333
"383","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",390,531,"2018-T","TDL","1.5","Water",1.049,"UNIFORM-A-05",-27.63,485.06,8.98,160.26,"Fish",1.049,1669731,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.798333333,7.945833333
"384","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",209,NA,"2018-T","TCR","1.5","Water",1.026,"QUEBEC-A-06",-28.59,479.47,6.45,146.83,"Fish",1.026,1669348,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.161666667,5.415833333
"385","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",6,"48.018716","-113.586206",0.5,3,3,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle adult","Dytiscidae",NA,NA,"2019-EA","EACH","1.5","Ethanol",1.038,"SIERRA-D-08",-28.02,480.88,2.8,111.01,"Invertebrate",1.038,1669578,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.408333333,1.765833333
"386","Hungry Horse","Reference","Invertebrate","Autochthonous",2019,6,"YES",2,"48.219718","-113.805746",1.5,3,3,"Collector-filterer-gatherer","D-net","Culicidae","Littoral forage Invertebrate","Mosquito","Culicidae",NA,NA,"2019-EA","EAAN","1.5","Ethanol",0.94,"KILO-F-09",-31.01,439.44,5.75,123.35,"Invertebrate",0.94,1668835,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.581666667,4.715833333
"387","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",780,4572,"2018-T","RCY","1.5","Water",1.096,"TANGO-G-12",-30.57,509.93,9.19,136.7,"Fish",1.096,1669714,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.141666667,8.155833333
"388","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Largescale sucker","Littoral forage fish","Largescale sucker","Catostomus macrocheilus",420,NA,"2018-T","ICZ","1.5","Water",0.972,"PAPA-H-12",-25.61,439.46,6.09,139.46,"Fish",0.972,1669342,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,2.818333333,5.055833333
"389","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",575,NA,"2018-T","RDM","1.5","Water",1.056,"QUEBEC-A-07",-29.53,513.07,8.91,152.37,"Fish",1.056,1669349,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-1.101666667,7.875833333
"390","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",471,NA,"2018-T","TBS","1.5","Water",1.059,"QUEBEC-A-05",-28.66,495.11,8.75,153.37,"Fish",1.059,1669347,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.231666667,7.715833333
"391","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Mountain whitefish","Pelagic forage fish","Mountain whitefish","Prosopium williamsoni",305,NA,"2018-T","TDB","1.5","Water",0.956,"PAPA-H-06",-30.78,463.89,5.85,146.03,"Fish",0.956,1669336,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-2.351666667,4.815833333
"392","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Northern pikeminnow","Generalist fish","Northern pikeminnow","Ptychocheilus oregonensis",337,NA,"2018-T","TDQ","1.5","Water",1.013,"QUEBEC-A-04",-26.02,490.93,7.22,150.57,"Fish",1.013,1669346,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,2.408333333,6.185833333
"393","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Largescale sucker","Littoral forage fish","Largescale sucker","Catostomus macrocheilus",322,NA,"2018-T","TBP","1.5","Water",0.984,"PAPA-H-11",-27.01,458.98,7.46,144.17,"Fish",0.984,1669341,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.418333333,6.425833333
"394","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",341,334,"2018-T","CCD","1.5","Water",1.034,"PAPA-G-12",-28.51,486.33,9.51,154.18,"Fish",1.034,1669330,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,-0.081666667,8.475833333
"395","Hungry Horse","Reference","Fish","Autochthonous",2017,10,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net MTFWP","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",466,749,"2018-T","PDP","1.5","Water",0.919,"UNIFORM-A-03",-27.81,436.22,9.51,140.04,"Fish",0.919,1669729,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,0.618333333,8.475833333
"396","Hungry Horse","Reference","Fish","Autochthonous",2019,6,"NO",NA,"48.125992","-113.808948",NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",389,513.8,"2019-LA","LAAG","1.5","Ethanol",0.971,"LIMA-B-09",-26.96,452.37,6.16,138.93,"Fish",0.971,1668883,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,1.468333333,5.125833333
